status,function,function_new,Month,APP
matched,oGE,oGTa,January 2022,0.0
realized,Old iGT,iGTa,January 2022,0.0
realized,Old iGV,iGV,January 2022,0.0
matched,oGTe,oGTe,January 2022,0.0
matched,oGTa,oGTa,January 2022,0.0
matched,oGV,oGV,January 2022,0.0
realized,iGTa,iGTa,January 2022,1.0
realized,iGV,iGV,January 2022,2.0
realized,iGTe,iGTe,January 2022,0.0
an,oGTe,oGTe,January 2022,0.0
matched,Old oGT,oGTa,January 2022,0.0
an,oGTa,oGTa,January 2022,0.0
matched,Old oGV,oGV,January 2022,0.0
an,oGV,oGV,January 2022,0.0
realized,iGE,iGTa,January 2022,0.0
finished,iGTa,iGTa,January 2022,0.0
finished,iGV,iGV,January 2022,0.0
finished,iGTe,iGTe,January 2022,0.0
realized,oGTe,oGTe,January 2022,0.0
matched,iGTe,iGTe,January 2022,0.0
realized,oGTa,oGTa,January 2022,0.0
matched,iGTa,iGTa,January 2022,6.0
realized,oGV,oGV,January 2022,0.0
matched,iGV,iGV,January 2022,15.0
realized,oGE,oGTa,January 2022,0.0
matched,iGE,iGTa,January 2022,0.0
realized,Old oGT,oGTa,January 2022,0.0
matched,Old iGT,iGTa,January 2022,0.0
realized,Old oGV,oGV,January 2022,0.0
matched,Old iGV,iGV,January 2022,0.0
an,oGE,oGTa,January 2022,0.0
an,Old oGT,oGTa,January 2022,0.0
an,Old oGV,oGV,January 2022,0.0
approved,oGTe,oGTe,January 2022,0.0
approved,oGTa,oGTa,January 2022,0.0
finished,iGE,iGTa,January 2022,0.0
finished,Old iGT,iGTa,January 2022,0.0
finished,Old iGV,iGV,January 2022,0.0
remote,oGTe,oGTe,January 2022,0.0
remote,oGTa,oGTa,January 2022,0.0
remote,Old oGV,oGV,January 2022,0.0
remote,Old oGT,oGTa,January 2022,0.0
remote,oGE,oGTa,January 2022,0.0
remote,oGV,oGV,January 2022,0.0
an,iGV,iGV,January 2022,10.0
an,iGE,iGTa,January 2022,0.0
an,iGTa,iGTa,January 2022,5.0
an,iGTe,iGTe,January 2022,0.0
an,Old iGT,iGTa,January 2022,0.0
approved,Old iGV,iGV,January 2022,0.0
an,Old iGV,iGV,January 2022,0.0
approved,Old oGT,oGTa,January 2022,0.0
approved,Old oGV,oGV,January 2022,0.0
approved,oGV,oGV,January 2022,0.0
approved,oGE,oGTa,January 2022,0.0
completed,Old iGV,iGV,January 2022,0.0
applied,Old oGV,oGV,January 2022,0.0
completed,iGTa,iGTa,January 2022,0.0
completed,iGTe,iGTe,January 2022,0.0
completed,oGE,oGTa,January 2022,0.0
completed,iGV,iGV,January 2022,0.0
completed,oGV,oGV,January 2022,0.0
completed,oGTa,oGTa,January 2022,0.0
completed,oGTe,oGTe,January 2022,0.0
completed,iGE,iGTa,January 2022,0.0
completed,Old iGT,iGTa,January 2022,0.0
completed,Old oGV,oGV,January 2022,0.0
completed,Old oGT,oGTa,January 2022,0.0
applied,iGTa,iGTa,January 2022,55.0
applied,iGTe,iGTe,January 2022,2.0
approved,Old iGT,iGTa,January 2022,0.0
applied,iGE,iGTa,January 2022,0.0
approved,iGE,iGTa,January 2022,0.0
applied,iGV,iGV,January 2022,27.0
approved,iGV,iGV,January 2022,5.0
applied,Old iGV,iGV,January 2022,0.0
approved,iGTe,iGTe,January 2022,0.0
applied,Old iGT,iGTa,January 2022,0.0
approved,iGTa,iGTa,January 2022,6.0
remote,iGTe,iGTe,January 2022,0.0
remote,iGTa,iGTa,January 2022,0.0
remote,iGV,iGV,January 2022,0.0
finished,oGTe,oGTe,January 2022,0.0
finished,oGTa,oGTa,January 2022,0.0
finished,oGV,oGV,January 2022,0.0
finished,oGE,oGTa,January 2022,0.0
remote,Old iGV,iGV,January 2022,0.0
applied,Old oGT,oGTa,January 2022,0.0
finished,Old oGT,oGTa,January 2022,0.0
finished,Old oGV,oGV,January 2022,0.0
applied,oGE,oGTa,January 2022,0.0
remote,iGE,iGTa,January 2022,0.0
applied,oGV,oGV,January 2022,1.0
applied,oGTa,oGTa,January 2022,1.0
remote,Old iGT,iGTa,January 2022,0.0
applied,oGTe,oGTe,January 2022,0.0
o,oGV,oGV,January 2022,0.0
o,oGT Old,oGTa,January 2022,0.0
o,oGE,oGTa,January 2022,0.0
o,oGV,oGV,January 2022,12.0
o,oGTa,oGTa,January 2022,1.0
o,oGTe,oGTe,January 2022,0.0
i,iGV,iGV,January 2022,0.0
i,iGT Old,iGTa,January 2022,0.0
i,iGE,iGTa,January 2022,0.0
i,iGV,iGV,January 2022,0.0
i,iGTa,iGTa,January 2022,2.0
i,iGTe,iGTe,January 2022,0.0
total,Total,Total,January 2022,86.0
total,Total,Total,January 2022,21.0
accepted,Total,Total,January 2022,15.0
total,Total,Total,January 2022,11.0
total,Total,Total,January 2022,3.0
realized,Total,Total,January 2022,0.0
total,Total,Total,January 2022,0.0
total,Total,Total,January 2022,0.0
matched,oGE,oGTa,February 2022,0.0
realized,Old iGT,iGTa,February 2022,0.0
realized,Old iGV,iGV,February 2022,0.0
matched,oGTe,oGTe,February 2022,0.0
matched,oGTa,oGTa,February 2022,0.0
matched,oGV,oGV,February 2022,0.0
realized,iGTa,iGTa,February 2022,1.0
realized,iGV,iGV,February 2022,3.0
realized,iGTe,iGTe,February 2022,0.0
an,oGTe,oGTe,February 2022,0.0
matched,Old oGT,oGTa,February 2022,0.0
an,oGTa,oGTa,February 2022,0.0
matched,Old oGV,oGV,February 2022,0.0
an,oGV,oGV,February 2022,0.0
realized,iGE,iGTa,February 2022,0.0
finished,iGTa,iGTa,February 2022,0.0
finished,iGV,iGV,February 2022,1.0
finished,iGTe,iGTe,February 2022,0.0
realized,oGTe,oGTe,February 2022,0.0
matched,iGTe,iGTe,February 2022,0.0
realized,oGTa,oGTa,February 2022,0.0
matched,iGTa,iGTa,February 2022,0.0
realized,oGV,oGV,February 2022,0.0
matched,iGV,iGV,February 2022,11.0
realized,oGE,oGTa,February 2022,0.0
matched,iGE,iGTa,February 2022,0.0
realized,Old oGT,oGTa,February 2022,0.0
matched,Old iGT,iGTa,February 2022,0.0
realized,Old oGV,oGV,February 2022,0.0
matched,Old iGV,iGV,February 2022,0.0
an,oGE,oGTa,February 2022,0.0
an,Old oGT,oGTa,February 2022,0.0
an,Old oGV,oGV,February 2022,0.0
approved,oGTe,oGTe,February 2022,0.0
approved,oGTa,oGTa,February 2022,0.0
finished,iGE,iGTa,February 2022,0.0
finished,Old iGT,iGTa,February 2022,0.0
finished,Old iGV,iGV,February 2022,0.0
remote,oGTe,oGTe,February 2022,0.0
remote,oGTa,oGTa,February 2022,0.0
remote,Old oGV,oGV,February 2022,0.0
remote,Old oGT,oGTa,February 2022,0.0
remote,oGE,oGTa,February 2022,0.0
remote,oGV,oGV,February 2022,0.0
an,iGV,iGV,February 2022,5.0
an,iGE,iGTa,February 2022,0.0
an,iGTa,iGTa,February 2022,0.0
an,iGTe,iGTe,February 2022,0.0
an,Old iGT,iGTa,February 2022,0.0
approved,Old iGV,iGV,February 2022,0.0
an,Old iGV,iGV,February 2022,0.0
approved,Old oGT,oGTa,February 2022,0.0
approved,Old oGV,oGV,February 2022,0.0
approved,oGV,oGV,February 2022,0.0
approved,oGE,oGTa,February 2022,0.0
completed,Old iGV,iGV,February 2022,0.0
applied,Old oGV,oGV,February 2022,0.0
completed,iGTa,iGTa,February 2022,0.0
completed,iGTe,iGTe,February 2022,0.0
completed,oGE,oGTa,February 2022,0.0
completed,iGV,iGV,February 2022,1.0
completed,oGV,oGV,February 2022,0.0
completed,oGTa,oGTa,February 2022,0.0
completed,oGTe,oGTe,February 2022,0.0
completed,iGE,iGTa,February 2022,0.0
completed,Old iGT,iGTa,February 2022,0.0
completed,Old oGV,oGV,February 2022,0.0
completed,Old oGT,oGTa,February 2022,0.0
applied,iGTa,iGTa,February 2022,47.0
applied,iGTe,iGTe,February 2022,0.0
approved,Old iGT,iGTa,February 2022,0.0
applied,iGE,iGTa,February 2022,0.0
approved,iGE,iGTa,February 2022,0.0
applied,iGV,iGV,February 2022,20.0
approved,iGV,iGV,February 2022,4.0
applied,Old iGV,iGV,February 2022,0.0
approved,iGTe,iGTe,February 2022,0.0
applied,Old iGT,iGTa,February 2022,0.0
approved,iGTa,iGTa,February 2022,0.0
remote,iGTe,iGTe,February 2022,0.0
remote,iGTa,iGTa,February 2022,0.0
remote,iGV,iGV,February 2022,0.0
finished,oGTe,oGTe,February 2022,0.0
finished,oGTa,oGTa,February 2022,0.0
finished,oGV,oGV,February 2022,0.0
finished,oGE,oGTa,February 2022,0.0
remote,Old iGV,iGV,February 2022,0.0
applied,Old oGT,oGTa,February 2022,0.0
finished,Old oGT,oGTa,February 2022,0.0
finished,Old oGV,oGV,February 2022,0.0
applied,oGE,oGTa,February 2022,0.0
remote,iGE,iGTa,February 2022,0.0
applied,oGV,oGV,February 2022,0.0
applied,oGTa,oGTa,February 2022,1.0
remote,Old iGT,iGTa,February 2022,0.0
applied,oGTe,oGTe,February 2022,0.0
o,oGV,oGV,February 2022,0.0
o,oGT Old,oGTa,February 2022,0.0
o,oGE,oGTa,February 2022,0.0
o,oGV,oGV,February 2022,18.0
o,oGTa,oGTa,February 2022,5.0
o,oGTe,oGTe,February 2022,1.0
i,iGV,iGV,February 2022,0.0
i,iGT Old,iGTa,February 2022,0.0
i,iGE,iGTa,February 2022,0.0
i,iGV,iGV,February 2022,1.0
i,iGTa,iGTa,February 2022,2.0
i,iGTe,iGTe,February 2022,0.0
total,Total,Total,February 2022,68.0
total,Total,Total,February 2022,11.0
accepted,Total,Total,February 2022,5.0
total,Total,Total,February 2022,4.0
total,Total,Total,February 2022,4.0
realized,Total,Total,February 2022,0.0
total,Total,Total,February 2022,1.0
total,Total,Total,February 2022,1.0
matched,oGE,oGTa,March 2022,0.0
realized,Old iGT,iGTa,March 2022,0.0
realized,Old iGV,iGV,March 2022,0.0
matched,oGTe,oGTe,March 2022,0.0
matched,oGTa,oGTa,March 2022,1.0
matched,oGV,oGV,March 2022,0.0
realized,iGTa,iGTa,March 2022,2.0
realized,iGV,iGV,March 2022,9.0
realized,iGTe,iGTe,March 2022,0.0
an,oGTe,oGTe,March 2022,0.0
matched,Old oGT,oGTa,March 2022,0.0
an,oGTa,oGTa,March 2022,1.0
matched,Old oGV,oGV,March 2022,0.0
an,oGV,oGV,March 2022,0.0
realized,iGE,iGTa,March 2022,0.0
finished,iGTa,iGTa,March 2022,1.0
finished,iGV,iGV,March 2022,2.0
finished,iGTe,iGTe,March 2022,0.0
realized,oGTe,oGTe,March 2022,0.0
matched,iGTe,iGTe,March 2022,0.0
realized,oGTa,oGTa,March 2022,0.0
matched,iGTa,iGTa,March 2022,0.0
realized,oGV,oGV,March 2022,0.0
matched,iGV,iGV,March 2022,30.0
realized,oGE,oGTa,March 2022,0.0
matched,iGE,iGTa,March 2022,0.0
realized,Old oGT,oGTa,March 2022,0.0
matched,Old iGT,iGTa,March 2022,0.0
realized,Old oGV,oGV,March 2022,0.0
matched,Old iGV,iGV,March 2022,0.0
an,oGE,oGTa,March 2022,0.0
an,Old oGT,oGTa,March 2022,0.0
an,Old oGV,oGV,March 2022,0.0
approved,oGTe,oGTe,March 2022,0.0
approved,oGTa,oGTa,March 2022,0.0
finished,iGE,iGTa,March 2022,0.0
finished,Old iGT,iGTa,March 2022,0.0
finished,Old iGV,iGV,March 2022,0.0
remote,oGTe,oGTe,March 2022,0.0
remote,oGTa,oGTa,March 2022,0.0
remote,Old oGV,oGV,March 2022,0.0
remote,Old oGT,oGTa,March 2022,0.0
remote,oGE,oGTa,March 2022,0.0
remote,oGV,oGV,March 2022,0.0
an,iGV,iGV,March 2022,18.0
an,iGE,iGTa,March 2022,0.0
an,iGTa,iGTa,March 2022,0.0
an,iGTe,iGTe,March 2022,0.0
an,Old iGT,iGTa,March 2022,0.0
approved,Old iGV,iGV,March 2022,0.0
an,Old iGV,iGV,March 2022,0.0
approved,Old oGT,oGTa,March 2022,0.0
approved,Old oGV,oGV,March 2022,0.0
approved,oGV,oGV,March 2022,0.0
approved,oGE,oGTa,March 2022,0.0
completed,Old iGV,iGV,March 2022,0.0
applied,Old oGV,oGV,March 2022,0.0
completed,iGTa,iGTa,March 2022,1.0
completed,iGTe,iGTe,March 2022,0.0
completed,oGE,oGTa,March 2022,0.0
completed,iGV,iGV,March 2022,0.0
completed,oGV,oGV,March 2022,0.0
completed,oGTa,oGTa,March 2022,0.0
completed,oGTe,oGTe,March 2022,0.0
completed,iGE,iGTa,March 2022,0.0
completed,Old iGT,iGTa,March 2022,0.0
completed,Old oGV,oGV,March 2022,0.0
completed,Old oGT,oGTa,March 2022,0.0
applied,iGTa,iGTa,March 2022,51.0
applied,iGTe,iGTe,March 2022,0.0
approved,Old iGT,iGTa,March 2022,0.0
applied,iGE,iGTa,March 2022,0.0
approved,iGE,iGTa,March 2022,0.0
applied,iGV,iGV,March 2022,67.0
approved,iGV,iGV,March 2022,7.0
applied,Old iGV,iGV,March 2022,0.0
approved,iGTe,iGTe,March 2022,0.0
applied,Old iGT,iGTa,March 2022,0.0
approved,iGTa,iGTa,March 2022,0.0
remote,iGTe,iGTe,March 2022,0.0
remote,iGTa,iGTa,March 2022,0.0
remote,iGV,iGV,March 2022,0.0
finished,oGTe,oGTe,March 2022,0.0
finished,oGTa,oGTa,March 2022,0.0
finished,oGV,oGV,March 2022,0.0
finished,oGE,oGTa,March 2022,0.0
remote,Old iGV,iGV,March 2022,0.0
applied,Old oGT,oGTa,March 2022,0.0
finished,Old oGT,oGTa,March 2022,0.0
finished,Old oGV,oGV,March 2022,0.0
applied,oGE,oGTa,March 2022,0.0
remote,iGE,iGTa,March 2022,0.0
applied,oGV,oGV,March 2022,0.0
applied,oGTa,oGTa,March 2022,3.0
remote,Old iGT,iGTa,March 2022,0.0
applied,oGTe,oGTe,March 2022,2.0
o,oGV,oGV,March 2022,0.0
o,oGT Old,oGTa,March 2022,0.0
o,oGE,oGTa,March 2022,0.0
o,oGV,oGV,March 2022,19.0
o,oGTa,oGTa,March 2022,6.0
o,oGTe,oGTe,March 2022,2.0
i,iGV,iGV,March 2022,0.0
i,iGT Old,iGTa,March 2022,0.0
i,iGE,iGTa,March 2022,0.0
i,iGV,iGV,March 2022,0.0
i,iGTa,iGTa,March 2022,0.0
i,iGTe,iGTe,March 2022,0.0
total,Total,Total,March 2022,123.0
total,Total,Total,March 2022,31.0
accepted,Total,Total,March 2022,19.0
total,Total,Total,March 2022,7.0
total,Total,Total,March 2022,11.0
realized,Total,Total,March 2022,0.0
total,Total,Total,March 2022,3.0
total,Total,Total,March 2022,1.0
matched,oGE,oGTa,April 2022,0.0
realized,Old iGT,iGTa,April 2022,0.0
realized,Old iGV,iGV,April 2022,0.0
matched,oGTe,oGTe,April 2022,0.0
matched,oGTa,oGTa,April 2022,0.0
matched,oGV,oGV,April 2022,0.0
realized,iGTa,iGTa,April 2022,0.0
realized,iGV,iGV,April 2022,2.0
realized,iGTe,iGTe,April 2022,0.0
an,oGTe,oGTe,April 2022,0.0
matched,Old oGT,oGTa,April 2022,0.0
an,oGTa,oGTa,April 2022,0.0
matched,Old oGV,oGV,April 2022,0.0
an,oGV,oGV,April 2022,0.0
realized,iGE,iGTa,April 2022,0.0
finished,iGTa,iGTa,April 2022,1.0
finished,iGV,iGV,April 2022,11.0
finished,iGTe,iGTe,April 2022,0.0
realized,oGTe,oGTe,April 2022,0.0
matched,iGTe,iGTe,April 2022,0.0
realized,oGTa,oGTa,April 2022,0.0
matched,iGTa,iGTa,April 2022,0.0
realized,oGV,oGV,April 2022,0.0
matched,iGV,iGV,April 2022,30.0
realized,oGE,oGTa,April 2022,0.0
matched,iGE,iGTa,April 2022,0.0
realized,Old oGT,oGTa,April 2022,0.0
matched,Old iGT,iGTa,April 2022,0.0
realized,Old oGV,oGV,April 2022,0.0
matched,Old iGV,iGV,April 2022,0.0
an,oGE,oGTa,April 2022,0.0
an,Old oGT,oGTa,April 2022,0.0
an,Old oGV,oGV,April 2022,0.0
approved,oGTe,oGTe,April 2022,0.0
approved,oGTa,oGTa,April 2022,0.0
finished,iGE,iGTa,April 2022,0.0
finished,Old iGT,iGTa,April 2022,0.0
finished,Old iGV,iGV,April 2022,0.0
remote,oGTe,oGTe,April 2022,0.0
remote,oGTa,oGTa,April 2022,0.0
remote,Old oGV,oGV,April 2022,0.0
remote,Old oGT,oGTa,April 2022,0.0
remote,oGE,oGTa,April 2022,0.0
remote,oGV,oGV,April 2022,0.0
an,iGV,iGV,April 2022,16.0
an,iGE,iGTa,April 2022,0.0
an,iGTa,iGTa,April 2022,0.0
an,iGTe,iGTe,April 2022,0.0
an,Old iGT,iGTa,April 2022,0.0
approved,Old iGV,iGV,April 2022,0.0
an,Old iGV,iGV,April 2022,0.0
approved,Old oGT,oGTa,April 2022,0.0
approved,Old oGV,oGV,April 2022,0.0
approved,oGV,oGV,April 2022,0.0
approved,oGE,oGTa,April 2022,0.0
completed,Old iGV,iGV,April 2022,0.0
applied,Old oGV,oGV,April 2022,0.0
completed,iGTa,iGTa,April 2022,0.0
completed,iGTe,iGTe,April 2022,0.0
completed,oGE,oGTa,April 2022,0.0
completed,iGV,iGV,April 2022,5.0
completed,oGV,oGV,April 2022,0.0
completed,oGTa,oGTa,April 2022,0.0
completed,oGTe,oGTe,April 2022,0.0
completed,iGE,iGTa,April 2022,0.0
completed,Old iGT,iGTa,April 2022,0.0
completed,Old oGV,oGV,April 2022,0.0
completed,Old oGT,oGTa,April 2022,0.0
applied,iGTa,iGTa,April 2022,38.0
applied,iGTe,iGTe,April 2022,0.0
approved,Old iGT,iGTa,April 2022,0.0
applied,iGE,iGTa,April 2022,0.0
approved,iGE,iGTa,April 2022,0.0
applied,iGV,iGV,April 2022,59.0
approved,iGV,iGV,April 2022,2.0
applied,Old iGV,iGV,April 2022,0.0
approved,iGTe,iGTe,April 2022,0.0
applied,Old iGT,iGTa,April 2022,0.0
approved,iGTa,iGTa,April 2022,0.0
remote,iGTe,iGTe,April 2022,0.0
remote,iGTa,iGTa,April 2022,0.0
remote,iGV,iGV,April 2022,0.0
finished,oGTe,oGTe,April 2022,0.0
finished,oGTa,oGTa,April 2022,0.0
finished,oGV,oGV,April 2022,0.0
finished,oGE,oGTa,April 2022,0.0
remote,Old iGV,iGV,April 2022,0.0
applied,Old oGT,oGTa,April 2022,0.0
finished,Old oGT,oGTa,April 2022,0.0
finished,Old oGV,oGV,April 2022,0.0
applied,oGE,oGTa,April 2022,0.0
remote,iGE,iGTa,April 2022,0.0
applied,oGV,oGV,April 2022,0.0
applied,oGTa,oGTa,April 2022,0.0
remote,Old iGT,iGTa,April 2022,0.0
applied,oGTe,oGTe,April 2022,3.0
o,oGV,oGV,April 2022,0.0
o,oGT Old,oGTa,April 2022,0.0
o,oGE,oGTa,April 2022,0.0
o,oGV,oGV,April 2022,2.0
o,oGTa,oGTa,April 2022,5.0
o,oGTe,oGTe,April 2022,3.0
i,iGV,iGV,April 2022,0.0
i,iGT Old,iGTa,April 2022,0.0
i,iGE,iGTa,April 2022,0.0
i,iGV,iGV,April 2022,2.0
i,iGTa,iGTa,April 2022,2.0
i,iGTe,iGTe,April 2022,0.0
total,Total,Total,April 2022,100.0
total,Total,Total,April 2022,30.0
accepted,Total,Total,April 2022,16.0
total,Total,Total,April 2022,2.0
total,Total,Total,April 2022,2.0
